color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,plot_keyword_1,plot_keyword_2,genre_1,genre_2,IMDB_Category
Color,Ruairi Robinson,120,98,7,0,Olivia Williams,805,23838,Romola Garai,The Last Days on Mars ,28570,2271,Tom Cullen,0.0,http://www.imdb.com/title/tt1709143/?ref_=fn_tt_tt_1,160,English,United Kingdom,R,7000000,2013,766,5.5,2.35,0,alien infection,astronaut,Horror,Sci-Fi,Class_2
Color,Jaume Balagueró,108,103,57,1000,Giancarlo Giannini,541,22160085,Lena Olin,Darkness ,16747,1228,Francesc Pagès,0.0,http://www.imdb.com/title/tt0273517/?ref_=fn_tt_tt_1,349,English,United State of America,PG-13,10600000,2002,451,5.4,2.35,1000,9 year old,blood,Horror,Horror,Class_3
Color,Stanley Kubrick,285,161,0,24000,Gary Lockwood,273,56715371,Keir Dullea,2001: A Space Odyssey ,427357,727,Glenn Beck,0.0,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,1736,English,United Kingdom,G,12000000,1968,117,8.3,2.2,24000,ancient astronaut,famous line,Adventure,Mystery,Class_1
Color,Steven Spielberg,215,120,14000,34000,Dee Wallace,861,434949459,Henry Thomas,E.T. the Extra-Terrestrial ,281842,2811,Peter Coyote,0.0,http://www.imdb.com/title/tt0083866/?ref_=fn_tt_tt_1,515,English,United State of America,PG,10500000,1982,725,7.9,1.85,34000,bicyclist,boy,Family,Sci-Fi,Class_1
Color,Jon Kasdan,81,97,21,1000,Elena Anaya,17000,11043445,Kristen Stewart,In the Land of Women ,27689,20312,Dustin Milligan,0.0,http://www.imdb.com/title/tt0419843/?ref_=fn_tt_tt_1,74,English,United State of America,PG-13,10000000,2007,1000,6.5,2.35,1000,actress,love,Comedy,Drama,Class_2
Color,Floyd Mutrux,5,99,11,119,Kelli Williams,665,125169,Ricky Schroder,There Goes My Baby ,859,2272,Seymour Cassel,2.0,http://www.imdb.com/title/tt0108320/?ref_=fn_tt_tt_1,31,English,United State of America,R,10500000,1994,446,6.4,373.82071428571436,119,high school,love,Comedy,Drama,Class_2
Color,Christopher Cain,43,111,58,411,Taylor Handley,482,1066555,Jon Gries,September Dawn ,2618,1526,Trent Ford,0.0,http://www.imdb.com/title/tt0473700/?ref_=fn_tt_tt_1,111,English,United State of America,R,11000000,2007,362,5.8,1.85,411,massacre,mormon,Drama,History,Class_2
Color,Dean Wright,43,145,0,0,Eduardo Verástegui,639,5669081,Santiago Cabrera,For Greater Glory: The True Story of Cristiada ,3665,1807,Catalina Sandino Moreno,1.0,http://www.imdb.com/title/tt1566501/?ref_=fn_tt_tt_1,57,Spanish,Mexico,R,10818775,2012,377,6.6,2.35,0,catholic,hanging,Drama,History,Class_2
Color,Gus Van Sant,161,126,835,31000,Matt Damon,49000,138339411,Robin Williams,Good Will Hunting ,604904,63710,Minnie Driver,2.0,http://www.imdb.com/title/tt0119217/?ref_=fn_tt_tt_1,682,English,United State of America,R,10000000,1997,13000,8.3,1.85,31000,friend,genius,Drama,Drama,Class_1
Color,Darren Lynn Bousman,210,121,163,0,Shawnee Smith,723,80150343,Costas Mandylor,Saw III ,142115,3189,Leigh Whannell,0.0,http://www.imdb.com/title/tt0489270/?ref_=fn_tt_tt_1,614,English,United State of America,R,10000000,2006,651,6.2,1.85,0,brutality,female full frontal nudity,Horror,Mystery,Class_2
Color,Ivan Reitman,52,117,425,0,Harold Ramis,13000,85300000,Bill Murray,Stripes ,48629,27378,Judge Reinhold,1.0,http://www.imdb.com/title/tt0083131/?ref_=fn_tt_tt_1,134,English,United State of America,R,10000000,1981,11000,6.9,1.85,0,army,boot camp,Action,Comedy,Class_2
Color,Peyton Reed,139,98,235,0,Lindsay Sloane,4000,68353550,Kirsten Dunst,Bring It On ,70141,5270,Clare Kramer,1.0,http://www.imdb.com/title/tt0204946/?ref_=fn_tt_tt_1,385,English,United State of America,PG-13,10000000,2000,464,5.9,1.85,0,championship,cheerleading,Comedy,Sport,Class_2
Color,James DeMonaco,165,109,65,0,Joseph Julian Soria,798,78845130,Frank Grillo,The Purge: Election Year ,17596,2480,Mykelti Williamson,1.0,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,94,English,France,R,10000000,2016,465,6.1,2.35,0,cathedral,minister,Action,Horror,Class_2
Color,Robert Iscove,96,95,7,0,Clea DuVall,23000,63319509,Paul Walker,She's All That ,67115,28734,Kieran Culkin,2.0,http://www.imdb.com/title/tt0160862/?ref_=fn_tt_tt_1,389,English,United State of America,PG-13,10000000,1999,1000,5.8,1.85,0,bet,friend,Comedy,Romance,Class_2
Color,Lee Daniels,323,109,304,12000,Gabourey Sidibe,939,47536959,Mo'Nique,Precious ,86956,3276,Mariah Carey,0.0,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,English,United State of America,R,10000000,2009,906,7.3,1.85,12000,abuse,african american lesbian,Drama,Drama,Class_2
Color,Darren Lynn Bousman,190,96,163,0,Shawnee Smith,723,63270259,Costas Mandylor,Saw IV ,111087,3492,Angus Macfadyen,0.0,http://www.imdb.com/title/tt0890870/?ref_=fn_tt_tt_1,319,English,United State of America,R,10000000,2007,651,5.9,1.85,0,detective,fbi,Horror,Mystery,Class_2
Color,Geoffrey Sax,173,101,13,0,Keegan Connor Tracy,494,55865715,Deborah Kara Unger,White Noise ,41763,2013,Mike Dopud,0.0,http://www.imdb.com/title/tt0375210/?ref_=fn_tt_tt_1,403,English,United Kingdom,PG-13,10000000,2005,392,5.5,2.35,0,architect,grave,Drama,Horror,Class_2
Color,Tyler Perry,46,107,0,676,Cicely Tyson,1000,63231524,Boris Kodjoe,Madea's Family Reunion ,8962,5264,Blair Underwood,4.0,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,137,English,United State of America,PG-13,6000000,2006,907,5.0,1.85,676,cross dressing,family reunion,Comedy,Drama,Class_3
Color,Martin Scorsese,59,119,17000,0,Bill Cobbs,10000,52293982,Tom Cruise,The Color of Money ,57831,11895,Mary Elizabeth Mastrantonio,1.0,http://www.imdb.com/title/tt0090863/?ref_=fn_tt_tt_1,115,English,United State of America,R,13800000,1986,970,7.0,1.85,0,hustler,losing,Drama,Sport,Class_2
Color,Stephen Herek,22,100,65,0,Shaun Weiss,633,50752337,Lane Smith,The Mighty Ducks ,44502,3362,Elden Henson,8.0,http://www.imdb.com/title/tt0104868/?ref_=fn_tt_tt_1,46,English,United State of America,PG,10000000,1992,613,6.4,1.85,0,coach,hockey team,Comedy,Drama,Class_2
Color,Takashi Shimizu,203,98,70,4000,Clea DuVall,4000,110175871,Sarah Michelle Gellar,The Grudge ,115050,7461,Ted Raimi,0.0,http://www.imdb.com/title/tt0391198/?ref_=fn_tt_tt_1,911,English,United State of America,PG-13,10000000,2004,1000,5.9,1.85,4000,american,curse,Horror,Mystery,Class_2
Color,Dennis Dugan,77,92,221,0,Kevin Nealon,11000,38624000,Adam Sandler,Happy Gilmore ,156143,13162,Frances Bay,1.0,http://www.imdb.com/title/tt0116483/?ref_=fn_tt_tt_1,289,English,United State of America,PG-13,12000000,1996,503,7.0,1.85,0,golf,golf ball,Comedy,Sport,Class_2
Color,Victor Salva,190,90,108,0,Patricia Belcher,1000,37470017,Eileen Brennan,Jeepers Creepers ,86890,1982,Jonathan Breck,0.0,http://www.imdb.com/title/tt0263488/?ref_=fn_tt_tt_1,985,English,Germany,R,10000000,2001,322,6.1,1.85,0,demon,gore,Horror,Mystery,Class_2
Color,Stephen Herek,81,90,65,0,George Carlin,18000,40485039,Keanu Reeves,Bill & Ted's Excellent Adventure ,85362,20795,Al Leong,6.0,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,181,English,United State of America,PG,10000000,1989,769,6.9,2.35,0,failing student,high school,Adventure,Comedy,Class_2
Color,Carol Reed,56,153,82,0,Ron Moody,695,16800000,Oliver Reed,Oliver! ,25303,1593,Jack Wild,1.0,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,138,English,United Kingdom,G,10000000,1968,275,7.5,2.35,0,abuse,child,Drama,Family,Class_2
Color,John Madden,264,124,108,48000,Penelope Wilton,1000,46377022,Tom Wilkinson,The Best Exotic Marigold Hotel ,75306,1898,Celia Imrie,3.0,http://www.imdb.com/title/tt1412386/?ref_=fn_tt_tt_1,266,English,United Kingdom,PG-13,10000000,2011,400,7.3,2.35,48000,hotel,india,Comedy,Drama,Class_2
Color,Chuck Sheetz,44,82,6,227,Andrew Lawrence,759,36696761,Diedrich Bader,Recess: School's Out ,6808,2197,Dabney Coleman,0.0,http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1,38,English,United State of America,G,23000000,2001,563,6.5,1.85,227,friend,principal,Animation,Comedy,Class_2
Color,George Miller,117,107,750,0,Bruce Spence,794,36200000,Tina Turner,Mad Max Beyond Thunderdome ,101840,1529,Angelo Rossitto,2.0,http://www.imdb.com/title/tt0089530/?ref_=fn_tt_tt_1,193,English,Australia,PG-13,12305523,1985,531,6.2,2.35,0,arena,desert,Action,Adventure,Class_2
Color,William Brent Bell,159,97,19,20000,Rupert Evans,4000,35794166,Lauren Cohan,The Boy ,35654,4687,Stephanie Lemelin,0.0,http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1,155,English,United State of America,PG-13,10000000,2016,334,6.0,2.35,20000,animate doll,doll,Horror,Mystery,Class_2
Color,John Erick Dowdle,273,80,66,16000,Bokeem Woodbine,2000,33583175,Bojana Novakovic,Devil ,104089,5628,Geoffrey Arend,0.0,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,319,English,United State of America,PG-13,10000000,2010,904,6.3,2.35,16000,devil,elevator,Horror,Mystery,Class_2
Color,Marcus Raboy,26,85,7,981,Mike Epps,723,32983713,John Witherspoon,Friday After Next ,19284,3712,Katt Williams,0.0,http://www.imdb.com/title/tt0293815/?ref_=fn_tt_tt_1,66,English,United State of America,R,20000000,2002,706,5.8,1.85,981,apartment,christmas,Comedy,Drama,Class_2
Color,Leigh Whannell,242,97,482,29000,Hayley Kiyoko,852,52200504,Lin Shaye,Insidious: Chapter 3 ,54190,2426,Leigh Whannell,0.0,http://www.imdb.com/title/tt3195644/?ref_=fn_tt_tt_1,183,English,Canada,PG-13,10000000,2015,542,6.1,2.35,29000,demon,possession,Fantasy,Horror,Class_2
Color,Michael Schultz,55,109,78,0,Vanity,854,33000000,Mike Starr,The Last Dragon ,9424,3394,Keshia Knight Pulliam,1.0,http://www.imdb.com/title/tt0089461/?ref_=fn_tt_tt_1,109,English,United State of America,PG-13,10000000,1985,841,6.9,1.85,0,cult film,kung fu,Action,Comedy,Class_2
Color,Guy Ritchie,151,104,0,27000,Brad Pitt,26000,30093107,Jason Statham,Snatch ,600996,39175,Jason Flemyng,6.0,http://www.imdb.com/title/tt0208092/?ref_=fn_tt_tt_1,726,English,United Kingdom,R,6000000,2000,11000,8.3,1.85,27000,boxer,boxing,Comedy,Crime,Class_1
Color,Brett Leonard,48,140,32,0,Austin O'Brien,535,32101000,Jeff Fahey,The Lawnmower Man ,27800,1109,Troy Evans,0.0,http://www.imdb.com/title/tt0104692/?ref_=fn_tt_tt_1,96,English,United Kingdom,R,10000000,1992,211,5.4,1.85,0,intelligence,science runs amok,Horror,Sci-Fi,Class_3
Color,Peter Sollett,166,90,6,0,Alexis Dziena,904,31487293,Ari Graynor,Nick and Norah's Infinite Playlist ,74887,2807,Aaron Yoo,2.0,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,129,English,United State of America,PG-13,9000000,2008,715,6.7,1.85,0,band,gay,Comedy,Drama,Class_2
Color,Kevin Smith,206,130,0,10000,Janeane Garofalo,13000,30651422,Matt Damon,Dogma ,181737,16693,George Carlin,8.0,http://www.imdb.com/title/tt0120655/?ref_=fn_tt_tt_1,1015,English,United State of America,R,10000000,1999,1000,7.4,2.35,10000,abortion,abortion clinic,Adventure,Comedy,Class_2
Color,Bob Dolman,92,98,7,744,Eva Amurri Martino,931,30306281,Erika Christensen,The Banger Sisters ,12388,1917,Sal Lopez,2.0,http://www.imdb.com/title/tt0280460/?ref_=fn_tt_tt_1,147,English,United State of America,R,10000000,2002,797,5.6,2.35,744,bartender,groupie,Comedy,Drama,Class_2
Color,Joe Dante,78,101,287,0,Al Leong,745,29500000,Albert Brooks,Twilight Zone: The Movie ,25613,1954,Vic Morrow,0.0,http://www.imdb.com/title/tt0086491/?ref_=fn_tt_tt_1,121,English,United State of America,PG,10000000,1983,730,6.5,1.85,0,1940s,1960s,Fantasy,Horror,Class_2
Color,Rowdy Herrington,83,114,9,0,Kevin Tighe,623,30050028,Ben Gazzara,Road House ,42987,2484,Kelly Lynch,1.0,http://www.imdb.com/title/tt0098206/?ref_=fn_tt_tt_1,201,English,United State of America,R,17000000,1989,472,6.5,2.35,0,bikini,cult film,Action,Thriller,Class_2
Color,Keenen Ivory Wayans,8,100,322,368,Salli Richardson-Whitfield,851,29392418,Jada Pinkett Smith,A Low Down Dirty Shame ,3924,3190,Charles S. Dutton,2.0,http://www.imdb.com/title/tt0110399/?ref_=fn_tt_tt_1,26,English,United State of America,R,10000000,1994,543,5.8,1.85,368,drugs,ex cop,Action,Comedy,Class_2
Color,John Polson,86,85,21,720,Shiri Appleby,931,28563926,Erika Christensen,Swimfan ,16300,3819,Jason Ritter,0.0,http://www.imdb.com/title/tt0283026/?ref_=fn_tt_tt_1,217,English,United State of America,PG-13,8500000,2002,855,5.0,2.35,720,high school,hospital,Drama,Thriller,Class_3
Color,Greg Coolidge,85,103,27,0,Danny Woodburn,1000,28435406,Dane Cook,Employee of the Month ,37681,4441,Jessica Simpson,2.0,http://www.imdb.com/title/tt0424993/?ref_=fn_tt_tt_1,151,English,United State of America,PG-13,12000000,2006,809,5.5,1.85,0,competition,date,Comedy,Romance,Class_2
Color,Harry Elfont,76,100,4,0,Lauren Ambrose,982,25339117,Ethan Embry,Can't Hardly Wait ,37885,4259,Charlie Korsmo,4.0,http://www.imdb.com/title/tt0127723/?ref_=fn_tt_tt_1,247,English,United State of America,PG-13,10000000,1998,945,6.5,1.85,0,graduation,high school,Comedy,Romance,Class_2
Color,Francis Ford Coppola,60,114,0,10000,William Smith,10000,25600000,Tom Cruise,The Outsiders ,57363,12097,Tom Waits,0.0,http://www.imdb.com/title/tt0086066/?ref_=fn_tt_tt_1,308,English,United State of America,PG-13,10000000,1983,919,7.2,2.35,10000,dysfunctional family,gang,Crime,Drama,Class_2
Color,Ciarán Foy,189,97,11,13000,James Ransone,1000,27736779,Laila Haley,Sinister 2 ,25210,2403,Jaden Klein,0.0,http://www.imdb.com/title/tt2752772/?ref_=fn_tt_tt_1,126,English,United State of America,R,10000000,2015,412,5.2,2.35,13000,deputy,farmhouse,Horror,Mystery,Class_3
Color,Salim Akil,82,116,70,0,Curtis Armstrong,1000,24397469,Omari Hardwick,Sparkle ,5161,5804,Mike Epps,7.0,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,48,English,United State of America,PG-13,17000000,2012,876,5.7,2.35,0,1960s,death,Drama,Music,Class_2
Color,Jamie Blanks,120,96,9,0,Jessica Capshaw,690,20384136,Marley Shelton,Valentine ,20467,2402,Johnny Whitworth,1.0,http://www.imdb.com/title/tt0242998/?ref_=fn_tt_tt_1,371,English,United State of America,R,10000000,2001,533,4.7,2.35,0,dance,nosebleed,Horror,Mystery,Class_3
Color,Olatunde Osunsanmi,183,98,58,15000,Will Patton,14000,25464480,Milla Jovovich,The Fourth Kind ,63108,15251,Hakeem Kae-Kazim,0.0,http://www.imdb.com/title/tt1220198/?ref_=fn_tt_tt_1,330,English,United State of America,PG-13,10000000,2009,537,5.9,2.35,15000,abduction,alaska,Mystery,Sci-Fi,Class_2
Color,Robert Altman,211,105,500,683,Virginia Madsen,11000,20338609,Meryl Streep,A Prairie Home Companion ,19655,12946,Lily Tomlin,8.0,http://www.imdb.com/title/tt0420087/?ref_=fn_tt_tt_1,280,English,United State of America,PG-13,10000000,2006,912,6.8,2.35,683,backstage,country music,Comedy,Drama,Class_2
 Black and White,Leon Ichaso,14,123,5,331,Clarence Williams III,556,18272447,Khandi Alexander,Sugar Hill ,3119,2149,Steve Harris,1.0,http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1,35,English,United State of America,R,10000000,1993,475,5.9,1.85,331,african american,harlem manhattan new york city,Drama,Thriller,Class_2
Color,Wes Anderson,179,93,0,5000,Connie Nielsen,13000,17096053,Bill Murray,Rushmore ,134458,15716,Olivia Williams,2.0,http://www.imdb.com/title/tt0128445/?ref_=fn_tt_tt_1,640,English,United State of America,R,9000000,1998,933,7.7,2.35,5000,coming of age,friendship,Comedy,Drama,Class_2
Color,Colin Strause,221,97,25,13000,Donald Faison,929,21371425,David Zayas,Skyline ,76199,3679,Brittany Daniel,0.0,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1,944,English,United State of America,PG-13,10000000,2010,927,4.4,2.35,13000,apartment,blue light,Action,Sci-Fi,Class_3
Color,John Madden,158,122,108,21000,Celia Imrie,220,33071558,Tina Desai,The Second Best Exotic Marigold Hotel ,22369,583,Ronald Pickup,6.0,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,100,English,United Kingdom,PG,10000000,2015,186,6.6,2.35,21000,sequel,friend,Comedy,Drama,Class_2
Color,Patricia Rozema,73,101,22,851,Jane Krakowski,918,17655201,Julia Ormond,Kit Kittredge: An American Girl ,4719,3317,Willow Smith,1.0,http://www.imdb.com/title/tt0846308/?ref_=fn_tt_tt_1,24,English,United State of America,G,10000000,2008,624,6.7,1.85,851,boarding house,girl,Drama,Family,Class_2
Color,Mark Rosman,65,100,15,767,Chris Noth,1000,16247775,Ben Feldman,The Perfect Man ,23527,4789,Vanessa Lengies,3.0,http://www.imdb.com/title/tt0380623/?ref_=fn_tt_tt_1,104,English,United State of America,PG,25000000,2005,962,5.5,1.85,767,e mail,moving,Comedy,Family,Class_2
Color,Spike Lee,23,129,0,720,Nicholas Turturro,18000,16153600,Denzel Washington,Mo' Better Blues ,8295,19065,Charlie Murphy,1.0,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,30,English,United State of America,R,10000000,1990,269,6.5,1.85,720,comeback,friend,Drama,Music,Class_2
Color,Steve Oedekerk,63,81,176,0,Simon Rhee,176,16033556,Steve Oedekerk,Kung Pow: Enter the Fist ,37901,361,Jennifer Tung,1.0,http://www.imdb.com/title/tt0240468/?ref_=fn_tt_tt_1,518,English,United State of America,PG-13,10000000,2002,67,6.2,2.35,0,chosen one,comic violence,Action,Comedy,Class_2
Color,Ron Underwood,132,96,31,11000,Ariana Richards,651,16667084,Reba McEntire,Tremors ,90070,3119,Michael Gross,0.0,http://www.imdb.com/title/tt0100814/?ref_=fn_tt_tt_1,248,English,United State of America,PG-13,11000000,1990,610,7.1,1.85,11000,desert,giant worm,Comedy,Horror,Class_2
Color,Rob Schmidt,191,84,36,0,Lindy Booth,2000,15417771,Kevin Zegers,Wrong Turn ,87494,3416,Julian Richings,1.0,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540,English,United State of America,R,12600000,2003,683,6.1,1.85,0,forest,mountain,Horror,Thriller,Class_2
Color,James Foley,91,110,164,328,Paul Ben-Victor,258,15156200,Byron Mann,The Corruptor ,15358,571,Kim Chan,2.0,http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1,131,English,United State of America,R,30000000,1999,218,6.0,2.35,328,chinatown,illegal immigrant,Action,Crime,Class_2
Color,Jeff Nichols,368,130,337,27000,Tye Sheridan,11000,21589307,Matthew McConaughey,Mud ,135286,13960,Sam Shepard,1.0,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,261,English,United State of America,PG-13,10000000,2012,1000,7.4,2.35,27000,14 year old,boat,Drama,Drama,Class_2
Color,Robert Ben Garant,89,84,134,441,Thomas Lennon,655,20339754,Wendi McLendon-Covey,Reno 911!: Miami ,23928,2737,Carlos Alazraqui,2.0,http://www.imdb.com/title/tt0499554/?ref_=fn_tt_tt_1,73,English,United State of America,R,10000000,2007,651,5.9,1.85,441,beach,police,Comedy,Crime,Class_2
Color,Morgan Spurlock,83,106,293,0,Zayn Malik,773,28873374,Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11.0,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68,English,United State of America,PG,10000000,2013,734,4.1,1.85,0,3 dimensional,concert footage,Documentary,Music,Class_3
Color,Tuck Tucker,33,76,14,227,Vincent Schiavelli,1000,13684949,Jennifer Jason Leigh,Hey Arnold! The Movie ,4564,3752,Paul Sorvino,0.0,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,43,English,United State of America,PG,3000000,2002,811,5.9,1.85,227,castle thunder,document,Adventure,Animation,Class_2
Color,Simon Curtis,386,99,64,17000,Toby Jones,13000,14597405,Eddie Redmayne,My Week with Marilyn ,71679,17204,Julia Ormond,1.0,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1,216,English,United Kingdom,R,6400000,2011,2000,7.0,2.35,17000,actress,assistant director,Biography,Drama,Class_2
Color,Richard Shepard,191,96,47,808,Philip Baker Hall,3000,12570442,Adam Scott,The Matador ,40514,4053,Hope Davis,0.0,http://www.imdb.com/title/tt0365485/?ref_=fn_tt_tt_1,234,English,United State of America,R,10000000,2005,497,6.8,2.35,808,bar,hitman,Comedy,Crime,Class_2
Color,Theodore Witcher,16,104,28,1000,Nia Long,962,12514138,Leonard Roberts,Love Jones ,2801,3871,Larenz Tate,0.0,http://www.imdb.com/title/tt0119572/?ref_=fn_tt_tt_1,28,English,United State of America,R,10000000,1997,826,7.4,1.85,1000,african american,cult film,Drama,Romance,Class_2
Color,Joel Edgerton,297,108,0,15000,Allison Tolman,1000,43771291,Busy Philipps,The Gift ,79909,3215,Wendell Pierce,1.0,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279,English,United State of America,R,5000000,2015,562,7.1,2.35,15000,compulsive liar,fired from a job,Mystery,Thriller,Class_2
Color,Jim Hanon,47,108,2,1000,Chad Allen,772,11703287,Chase Ellison,End of the Spear ,4360,1058,Jack Guzman,3.0,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,148,English,United State of America,PG-13,10000000,2005,232,7.0,2.35,1000,death,missionary,Adventure,Drama,Class_2
Color,Tommy O'Haver,63,87,13,0,Kirsten Dunst,15000,11560259,Mila Kunis,Get Over It ,15617,22485,Carmen Electra,1.0,http://www.imdb.com/title/tt0192071/?ref_=fn_tt_tt_1,180,English,United State of America,PG-13,22000000,2001,4000,5.8,2.35,0,basketball,dancer,Comedy,Romance,Class_2
Color,Mike Judge,144,89,406,16000,Stephen Root,989,10824921,Gary Cole,Office Space ,200293,3462,Diedrich Bader,0.0,http://www.imdb.com/title/tt0151804/?ref_=fn_tt_tt_1,621,English,United State of America,R,10000000,1999,939,7.8,1.85,16000,boss,computer,Comedy,Comedy,Class_1
Color,Michael Patrick Jann,77,97,31,0,Kirstie Alley,4000,10561238,Kirsten Dunst,Drop Dead Gorgeous ,27265,6388,Ellen Barkin,0.0,http://www.imdb.com/title/tt0157503/?ref_=fn_tt_tt_1,321,English,Germany,PG-13,10000000,1999,980,6.5,1.85,0,beauty pageant,blonde,Comedy,Romance,Class_2
Color,Tim Burton,325,106,13000,20000,Danny Huston,11000,14479776,Christoph Waltz,Big Eyes ,55539,12418,Jon Polito,3.0,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,147,English,United State of America,PG-13,10000000,2014,430,7.0,1.85,20000,1950s,abusive husband,Biography,Crime,Class_2
Color,Peter Berg,100,100,532,0,Daniel Stern,4000,9801782,Jon Favreau,Very Bad Things ,39331,6046,Jeanne Tripplehorn,0.0,http://www.imdb.com/title/tt0124198/?ref_=fn_tt_tt_1,481,English,United State of America,R,10000000,1998,796,6.3,1.85,0,bachelor party,breasts,Comedy,Crime,Class_2
Color,Joe Nussbaum,52,89,18,0,Alexa PenaVega,7000,8070311,Steve Carell,Sleepover ,12706,13626,Hunter Parrish,9.0,http://www.imdb.com/title/tt0368975/?ref_=fn_tt_tt_1,75,English,United State of America,PG,10000000,2004,2000,5.3,1.85,0,best friend,party,Comedy,Romance,Class_3
Color,Jorma Taccone,163,95,434,0,Will Forte,1000,8460995,Jasper Cole,MacGruber ,35888,2618,Powers Boothe,3.0,http://www.imdb.com/title/tt1470023/?ref_=fn_tt_tt_1,125,English,United State of America,R,10000000,2010,622,5.5,2.35,0,colonel,lieutenant,Action,Comedy,Class_2
Color,Stephen Frears,137,97,350,0,Benedict Wong,460,8111360,Sophie Okonedo,Dirty Pretty Things ,34848,1334,Sergi López,1.0,http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1,203,English,United Kingdom,R,10000000,2002,372,7.4,1.85,0,hotel,immigrant,Crime,Drama,Class_2
Color,Elizabeth Banks,180,94,0,25000,Kate Winslet,20000,8828771,Hugh Jackman,Movie 43 ,79146,41059,Seth MacFarlane,10.0,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,352,English,United State of America,R,6000000,2013,14000,4.3,1.85,25000,awkwardness,embarrassment,Comedy,Comedy,Class_3
Color,Florian Henckel von Donnersmarck,321,103,207,25000,Angelina Jolie Pitt,40000,67631157,Johnny Depp,The Tourist ,176606,55175,Rufus Sewell,0.0,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,374,English,United State of America,PG-13,100000000,2010,11000,6.0,2.35,25000,police surveillance,surveillance van,Action,Romance,Class_2
Color,Jeff Lowell,100,95,4,518,William Morgan Sheppard,939,7563670,Stephen Root,Over Her Dead Body ,21268,3651,Wendi McLendon-Covey,0.0,http://www.imdb.com/title/tt0785007/?ref_=fn_tt_tt_1,53,English,United State of America,PG-13,10000000,2008,702,5.2,2.35,518,accident,diary,Comedy,Fantasy,Class_3
 Black and White,Lorene Scafaria,265,101,63,25000,Mark Moses,7000,6619173,Steve Carell,Seeking a Friend for the End of the World ,87203,7747,Rob Huebel,2.0,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,221,English,United State of America,R,10000000,2012,353,6.7,2.35,25000,candle,end of the world,Adventure,Comedy,Class_2
 Black and White,Tony Kaye,162,101,194,35000,Beverly D'Angelo,1000,6712241,Ethan Suplee,American History X ,782437,3858,Stacy Keach,2.0,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,1420,English,United State of America,R,7500000,1998,816,8.6,1.85,35000,curb stomping,neo nazi,Crime,Drama,Class_1
Color,Marcus Dunstan,147,82,87,14000,Johanna Braddy,1000,6842058,Daniel Sharman,The Collection ,36029,3818,Lee Tergesen,0.0,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,99,English,United State of America,R,10000000,2012,581,6.1,2.35,14000,booby trap,brainwashing,Action,Horror,Class_2
Color,Timothy Björklund,33,74,0,49,Kelsey Grammer,886,6491350,Nathan Lane,Teacher's Pet ,1231,5139,Jerry Stiller,0.0,http://www.imdb.com/title/tt0350194/?ref_=fn_tt_tt_1,26,English,United State of America,PG,10000000,2004,808,5.8,1.85,49,dog,florida,Animation,Comedy,Class_2
Color,François Girard,94,130,63,0,Clotilde Mollet,24,9473382,Johannes Silberschneider,The Red Violin ,26832,29,Carlo Cecchi,3.0,http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1,247,French,Canada,R,10000000,1998,3,7.7,1.85,0,auction,montreal,Drama,Music,Class_2
